REF_DATE,GEO,Statistics,UOM,COORDINATE,VALUE
2000,"Saguenay, Quebec [24408]",Crime severity index,Index,10.1,88.64
2000,"Saguenay, Quebec [24408]",Percent change in crime severity index,Percent,10.2,-4.1
2000,"Saguenay, Quebec [24408]",Violent crime severity index,Index,10.3,51.36
2000,"Saguenay, Quebec [24408]",Percent change in violent crime severity index,Percent,10.4,-12.34
2000,"Saguenay, Quebec [24408]",Non-violent crime severity index,Index,10.5,102.97
2000,"Saguenay, Quebec [24408]",Percent change in non-violent crime severity index,Percent,10.6,-2.35
2000,"Saguenay, Quebec [24408]",Youth crime severity index,Index,10.7,
2000,"Saguenay, Quebec [24408]",Youth violent crime severity index,Index,10.9,
2000,"Saguenay, Quebec [24408]",Youth non-violent crime severity index,Index,10.11,
2000,"Saguenay, Quebec [24408]",Weighted clearance rate,Number,10.13,29.69
2000,"Saguenay, Quebec [24408]",Percent change in weighted clearance rate,Percent,10.14,-10.3
2000,"Saguenay, Quebec [24408]",Violent weighted clearance rate,Number,10.15,71.32
2000,"Saguenay, Quebec [24408]",Percent change in violent weighted clearance rate,Percent,10.16,-6.45
2000,"Saguenay, Quebec [24408]",Non-violent weighted clearance rate,Number,10.17,21.7
2000,"Saguenay, Quebec [24408]",Percent change in non-violent weighted clearance rate,Percent,10.18,-9.17
2000,"Québec, Quebec [24421]",Crime severity index,Index,11.1,84.94
2000,"Québec, Quebec [24421]",Percent change in crime severity index,Percent,11.2,5.31
2000,"Québec, Quebec [24421]",Violent crime severity index,Index,11.3,63.07
2000,"Québec, Quebec [24421]",Percent change in violent crime severity index,Percent,11.4,-1.16
2000,"Québec, Quebec [24421]",Non-violent crime severity index,Index,11.5,93.35
2000,"Québec, Quebec [24421]",Percent change in non-violent crime severity index,Percent,11.6,7.13
2000,"Québec, Quebec [24421]",Youth crime severity index,Index,11.7,
2000,"Québec, Quebec [24421]",Youth violent crime severity index,Index,11.9,
2000,"Québec, Quebec [24421]",Youth non-violent crime severity index,Index,11.11,
2000,"Québec, Quebec [24421]",Weighted clearance rate,Number,11.13,32.98
2000,"Québec, Quebec [24421]",Percent change in weighted clearance rate,Percent,11.14,5.37
2000,"Québec, Quebec [24421]",Violent weighted clearance rate,Number,11.15,55.59
2000,"Québec, Quebec [24421]",Percent change in violent weighted clearance rate,Percent,11.16,14.93
2000,"Québec, Quebec [24421]",Non-violent weighted clearance rate,Number,11.17,27.11
2000,"Québec, Quebec [24421]",Percent change in non-violent weighted clearance rate,Percent,11.18,2.34
2000,"Sherbrooke, Quebec [24433]",Crime severity index,Index,12.1,101.44
2000,"Sherbrooke, Quebec [24433]",Percent change in crime severity index,Percent,12.2,-1.99
2000,"Sherbrooke, Quebec [24433]",Violent crime severity index,Index,12.3,62.67
2000,"Sherbrooke, Quebec [24433]",Percent change in violent crime severity index,Percent,12.4,10.28
2000,"Sherbrooke, Quebec [24433]",Non-violent crime severity index,Index,12.5,116.35
2000,"Sherbrooke, Quebec [24433]",Percent change in non-violent crime severity index,Percent,12.6,-4.19
2000,"Sherbrooke, Quebec [24433]",Youth crime severity index,Index,12.7,
2000,"Sherbrooke, Quebec [24433]",Youth violent crime severity index,Index,12.9,
2000,"Sherbrooke, Quebec [24433]",Youth non-violent crime severity index,Index,12.11,
2000,"Sherbrooke, Quebec [24433]",Weighted clearance rate,Number,12.13,26.52
2000,"Sherbrooke, Quebec [24433]",Percent change in weighted clearance rate,Percent,12.14,-4.95
2000,"Sherbrooke, Quebec [24433]",Violent weighted clearance rate,Number,12.15,64.35
2000,"Sherbrooke, Quebec [24433]",Percent change in violent weighted clearance rate,Percent,12.16,-16.94
2000,"Sherbrooke, Quebec [24433]",Non-violent weighted clearance rate,Number,12.17,18.68
2000,"Sherbrooke, Quebec [24433]",Percent change in non-violent weighted clearance rate,Percent,12.18,-1.58
2000,"Trois-Rivières, Quebec [24442]",Crime severity index,Index,13.1,80.96
2000,"Trois-Rivières, Quebec [24442]",Percent change in crime severity index,Percent,13.2,-5.19
2000,"Trois-Rivières, Quebec [24442]",Violent crime severity index,Index,13.3,59.73
2000,"Trois-Rivières, Quebec [24442]",Percent change in violent crime severity index,Percent,13.4,16.82
2000,"Trois-Rivières, Quebec [24442]",Non-violent crime severity index,Index,13.5,89.12
2000,"Trois-Rivières, Quebec [24442]",Percent change in non-violent crime severity index,Percent,13.6,-9.58
2000,"Trois-Rivières, Quebec [24442]",Youth crime severity index,Index,13.7,
2000,"Trois-Rivières, Quebec [24442]",Youth violent crime severity index,Index,13.9,
2000,"Trois-Rivières, Quebec [24442]",Youth non-violent crime severity index,Index,13.11,
2000,"Trois-Rivières, Quebec [24442]",Weighted clearance rate,Number,13.13,41.17
2000,"Trois-Rivières, Quebec [24442]",Percent change in weighted clearance rate,Percent,13.14,0.37
2000,"Trois-Rivières, Quebec [24442]",Violent weighted clearance rate,Number,13.15,78.38
2000,"Trois-Rivières, Quebec [24442]",Percent change in violent weighted clearance rate,Percent,13.16,0.98
2000,"Trois-Rivières, Quebec [24442]",Non-violent weighted clearance rate,Number,13.17,31.58
2000,"Trois-Rivières, Quebec [24442]",Percent change in non-violent weighted clearance rate,Percent,13.18,-6.35
2000,"Montréal, Quebec [24462]",Crime severity index,Index,14.1,123.33
2000,"Montréal, Quebec [24462]",Percent change in crime severity index,Percent,14.2,-4.22
2000,"Montréal, Quebec [24462]",Violent crime severity index,Index,14.3,132.79
2000,"Montréal, Quebec [24462]",Percent change in violent crime severity index,Percent,14.4,-4.74
2000,"Montréal, Quebec [24462]",Non-violent crime severity index,Index,14.5,119.69
2000,"Montréal, Quebec [24462]",Percent change in non-violent crime severity index,Percent,14.6,-3.99
2000,"Montréal, Quebec [24462]",Youth crime severity index,Index,14.7,
2000,"Montréal, Quebec [24462]",Youth violent crime severity index,Index,14.9,
2000,"Montréal, Quebec [24462]",Youth non-violent crime severity index,Index,14.11,
2000,"Montréal, Quebec [24462]",Weighted clearance rate,Number,14.13,28.98
2000,"Montréal, Quebec [24462]",Percent change in weighted clearance rate,Percent,14.14,3.91
2000,"Montréal, Quebec [24462]",Violent weighted clearance rate,Number,14.15,48.8
2000,"Montréal, Quebec [24462]",Percent change in violent weighted clearance rate,Percent,14.16,3.26
2000,"Montréal, Quebec [24462]",Non-violent weighted clearance rate,Number,14.17,20.52
2000,"Montréal, Quebec [24462]",Percent change in non-violent weighted clearance rate,Percent,14.18,4.91
2000,"Ottawa-Gatineau, Quebec part [24505]",Crime severity index,Index,15.1,93.48
2000,"Ottawa-Gatineau, Quebec part [24505]",Percent change in crime severity index,Percent,15.2,0.72
2000,"Ottawa-Gatineau, Quebec part [24505]",Violent crime severity index,Index,15.3,81.88
2000,"Ottawa-Gatineau, Quebec part [24505]",Percent change in violent crime severity index,Percent,15.4,12.21
2000,"Ottawa-Gatineau, Quebec part [24505]",Non-violent crime severity index,Index,15.5,97.94
2000,"Ottawa-Gatineau, Quebec part [24505]",Percent change in non-violent crime severity index,Percent,15.6,-2.48
2000,"Ottawa-Gatineau, Quebec part [24505]",Youth crime severity index,Index,15.7,
2000,"Ottawa-Gatineau, Quebec part [24505]",Youth violent crime severity index,Index,15.9,
2000,"Ottawa-Gatineau, Quebec part [24505]",Youth non-violent crime severity index,Index,15.11,
2000,"Ottawa-Gatineau, Quebec part [24505]",Weighted clearance rate,Number,15.13,36.19
2000,"Ottawa-Gatineau, Quebec part [24505]",Percent change in weighted clearance rate,Percent,15.14,5.88
2000,"Ottawa-Gatineau, Quebec part [24505]",Violent weighted clearance rate,Number,15.15,64.72
2000,"Ottawa-Gatineau, Quebec part [24505]",Percent change in violent weighted clearance rate,Percent,15.16,-1.72
2000,"Ottawa-Gatineau, Quebec part [24505]",Non-violent weighted clearance rate,Number,15.17,27.02
2000,"Ottawa-Gatineau, Quebec part [24505]",Percent change in non-violent weighted clearance rate,Percent,15.18,6.63
2000,Ontario [35],Crime severity index,Index,16.1,89.04
2000,Ontario [35],Percent change in crime severity index,Percent,16.2,-3.54
2000,Ontario [35],Violent crime severity index,Index,16.3,84.73
2000,Ontario [35],Percent change in violent crime severity index,Percent,16.4,1.85
2000,Ontario [35],Non-violent crime severity index,Index,16.5,90.7
2000,Ontario [35],Percent change in non-violent crime severity index,Percent,16.6,-5.34
2000,Ontario [35],Youth crime severity index,Index,16.7,92.28
2000,Ontario [35],Percent change in youth crime severity index,Percent,16.8,6.81
2000,Ontario [35],Youth violent crime severity index,Index,16.9,91.48
2000,Ontario [35],Percent change in youth violent crime severity index,Percent,16.1,14.9
2000,Ontario [35],Youth non-violent crime severity index,Index,16.11,92.88
2000,Ontario [35],Percent change in youth non-violent crime severity index,Percent,16.12,1.44
2000,Ontario [35],Weighted clearance rate,Number,16.13,40.33
2000,Ontario [35],Percent change in weighted clearance rate,Percent,16.14,5.38
2000,Ontario [35],Violent weighted clearance rate,Number,16.15,62.89
2000,Ontario [35],Percent change in violent weighted clearance rate,Percent,16.16,3.74
2000,Ontario [35],Non-violent weighted clearance rate,Number,16.17,32.22
2000,Ontario [35],Percent change in non-violent weighted clearance rate,Percent,16.18,4.58
2000,"Ottawa-Gatineau, Ontario/Quebec [24505/35505]",Crime severity index,Index,17.1,86.15
2000,"Ottawa-Gatineau, Ontario/Quebec [24505/35505]",Percent change in crime severity index,Percent,17.2,-8.88
2000,"Ottawa-Gatineau, Ontario/Quebec [24505/35505]",Violent crime severity index,Index,17.3,80.62
2000,"Ottawa-Gatineau, Ontario/Quebec [24505/35505]",Percent change in violent crime severity index,Percent,17.4,-1.02
2000,"Ottawa-Gatineau, Ontario/Quebec [24505/35505]",Non-violent crime severity index,Index,17.5,88.28
2000,"Ottawa-Gatineau, Ontario/Quebec [24505/35505]",Percent change in non-violent crime severity index,Percent,17.6,-11.36
2000,"Ottawa-Gatineau, Ontario/Quebec [24505/35505]",Youth crime severity index,Index,17.7,
2000,"Ottawa-Gatineau, Ontario/Quebec [24505/35505]",Youth violent crime severity index,Index,17.9,
2000,"Ottawa-Gatineau, Ontario/Quebec [24505/35505]",Youth non-violent crime severity index,Index,17.11,
2000,"Ottawa-Gatineau, Ontario/Quebec [24505/35505]",Weighted clearance rate,Number,17.13,28.51
2000,"Ottawa-Gatineau, Ontario/Quebec [24505/35505]",Percent change in weighted clearance rate,Percent,17.14,8.65
2000,"Ottawa-Gatineau, Ontario/Quebec [24505/35505]",Violent weighted clearance rate,Number,17.15,55.13
2000,"Ottawa-Gatineau, Ontario/Quebec [24505/35505]",Percent change in violent weighted clearance rate,Percent,17.16,8.72
2000,"Ottawa-Gatineau, Ontario/Quebec [24505/35505]",Non-violent weighted clearance rate,Number,17.17,19.16
2000,"Ottawa-Gatineau, Ontario/Quebec [24505/35505]",Percent change in non-violent weighted clearance rate,Percent,17.18,3.29
2000,"Ottawa-Gatineau, Ontario part [35505]",Crime severity index,Index,18.1,83.82
2000,"Ottawa-Gatineau, Ontario part [35505]",Percent change in crime severity index,Percent,18.2,-11.87
2000,"Ottawa-Gatineau, Ontario part [35505]",Violent crime severity index,Index,18.3,80.21
2000,"Ottawa-Gatineau, Ontario part [35505]",Percent change in violent crime severity index,Percent,18.4,-4.7
2000,"Ottawa-Gatineau, Ontario part [35505]",Non-violent crime severity index,Index,18.5,85.21
2000,"Ottawa-Gatineau, Ontario part [35505]",Percent change in non-violent crime severity index,Percent,18.6,-14.21
2000,"Ottawa-Gatineau, Ontario part [35505]",Youth crime severity index,Index,18.7,
2000,"Ottawa-Gatineau, Ontario part [35505]",Youth violent crime severity index,Index,18.9,
2000,"Ottawa-Gatineau, Ontario part [35505]",Youth non-violent crime severity index,Index,18.11,
2000,"Ottawa-Gatineau, Ontario part [35505]",Weighted clearance rate,Number,18.13,25.79
2000,"Ottawa-Gatineau, Ontario part [35505]",Percent change in weighted clearance rate,Percent,18.14,8.59
2000,"Ottawa-Gatineau, Ontario part [35505]",Violent weighted clearance rate,Number,18.15,52.02
2000,"Ottawa-Gatineau, Ontario part [35505]",Percent change in violent weighted clearance rate,Percent,18.16,11.87
2000,"Ottawa-Gatineau, Ontario part [35505]",Non-violent weighted clearance rate,Number,18.17,16.29
2000,"Ottawa-Gatineau, Ontario part [35505]",Percent change in non-violent weighted clearance rate,Percent,18.18,-0.31
2000,"Toronto, Ontario [35535]",Crime severity index,Index,19.1,79.08
2000,"Toronto, Ontario [35535]",Percent change in crime severity index,Percent,19.2,-3.48
2000,"Toronto, Ontario [35535]",Violent crime severity index,Index,19.3,97.88
2000,"Toronto, Ontario [35535]",Percent change in violent crime severity index,Percent,19.4,3.69
2000,"Toronto, Ontario [35535]",Non-violent crime severity index,Index,19.5,71.84
2000,"Toronto, Ontario [35535]",Percent change in non-violent crime severity index,Percent,19.6,-6.86
2000,"Toronto, Ontario [35535]",Youth crime severity index,Index,19.7,
2000,"Toronto, Ontario [35535]",Youth violent crime severity index,Index,19.9,
2000,"Toronto, Ontario [35535]",Youth non-violent crime severity index,Index,19.11,
2000,"Toronto, Ontario [35535]",Weighted clearance rate,Number,19.13,40.76
2000,"Toronto, Ontario [35535]",Percent change in weighted clearance rate,Percent,19.14,9.89
2000,"Toronto, Ontario [35535]",Violent weighted clearance rate,Number,19.15,55.26
2000,"Toronto, Ontario [35535]",Percent change in violent weighted clearance rate,Percent,19.16,9.17
2000,"Toronto, Ontario [35535]",Non-violent weighted clearance rate,Number,19.17,33.16
2000,"Toronto, Ontario [35535]",Percent change in non-violent weighted clearance rate,Percent,19.18,7.91
2000,"Hamilton, Ontario [35537]",Crime severity index,Index,20.1,95.54
2000,"Hamilton, Ontario [35537]",Percent change in crime severity index,Percent,20.2,-5.95
